As of Date,Region,Total Patients Hospitalized,Total Patients in ICU
04/04/2021,WESTERN NEW YORK,240,64
04/05/2021,CAPITAL REGION,101,30
04/05/2021,CENTRAL NEW YORK,54,14
04/05/2021,FINGER LAKES,176,43
04/05/2021,LONG ISLAND,801,169
04/05/2021,MID-HUDSON,519,79
04/05/2021,MOHAWK VALLEY,61,13
04/05/2021,NEW YORK CITY,2479,517
04/05/2021,NORTH COUNTRY,24,3
04/05/2021,SOUTHERN TIER,66,7
04/05/2021,WESTERN NEW YORK,252,62
04/06/2021,CAPITAL REGION,101,30
04/06/2021,CENTRAL NEW YORK,57,15
04/06/2021,FINGER LAKES,177,40
04/06/2021,LONG ISLAND,796,176
04/06/2021,MID-HUDSON,514,77
04/06/2021,MOHAWK VALLEY,59,13
04/06/2021,NEW YORK CITY,2466,525
04/06/2021,NORTH COUNTRY,23,4
04/06/2021,SOUTHERN TIER,76,5
04/06/2021,WESTERN NEW YORK,257,65
04/07/2021,CAPITAL REGION,107,30
04/07/2021,CENTRAL NEW YORK,53,14
04/07/2021,FINGER LAKES,181,42
04/07/2021,LONG ISLAND,764,170
04/07/2021,MID-HUDSON,518,77
04/07/2021,MOHAWK VALLEY,62,12
04/07/2021,NEW YORK CITY,2363,521
04/07/2021,NORTH COUNTRY,24,3
04/07/2021,SOUTHERN TIER,85,10
04/07/2021,WESTERN NEW YORK,265,68
04/08/2021,CAPITAL REGION,109,29
04/08/2021,CENTRAL NEW YORK,49,13
04/08/2021,FINGER LAKES,190,41
04/08/2021,LONG ISLAND,720,159
04/08/2021,MID-HUDSON,493,72
04/08/2021,MOHAWK VALLEY,61,13
04/08/2021,NEW YORK CITY,2324,493
04/08/2021,NORTH COUNTRY,27,2
04/08/2021,SOUTHERN TIER,81,10
04/08/2021,WESTERN NEW YORK,297,67
04/09/2021,CAPITAL REGION,109,29
04/09/2021,CENTRAL NEW YORK,51,13
04/09/2021,FINGER LAKES,187,40
04/09/2021,LONG ISLAND,702,154
04/09/2021,MID-HUDSON,475,70
04/09/2021,MOHAWK VALLEY,61,12
04/09/2021,NEW YORK CITY,2258,489
04/09/2021,NORTH COUNTRY,24,3
04/09/2021,SOUTHERN TIER,73,4
04/09/2021,WESTERN NEW YORK,301,68
04/10/2021,CAPITAL REGION,109,26
04/10/2021,CENTRAL NEW YORK,59,15
04/10/2021,FINGER LAKES,197,45
04/10/2021,LONG ISLAND,676,155
04/10/2021,MID-HUDSON,447,73
04/10/2021,MOHAWK VALLEY,63,12
04/10/2021,NEW YORK CITY,2135,474
04/10/2021,NORTH COUNTRY,23,5
04/10/2021,SOUTHERN TIER,76,4
04/10/2021,WESTERN NEW YORK,298,68
04/11/2021,CAPITAL REGION,105,25
04/11/2021,CENTRAL NEW YORK,60,17
04/11/2021,FINGER LAKES,203,48
04/11/2021,LONG ISLAND,654,152
04/11/2021,MID-HUDSON,458,73
04/11/2021,MOHAWK VALLEY,59,11
04/11/2021,NEW YORK CITY,2156,452
04/11/2021,NORTH COUNTRY,22,3
04/11/2021,SOUTHERN TIER,87,9
04/11/2021,WESTERN NEW YORK,314,70
04/12/2021,CAPITAL REGION,103,26
04/12/2021,CENTRAL NEW YORK,62,17
04/12/2021,FINGER LAKES,208,49
04/12/2021,LONG ISLAND,670,153
04/12/2021,MID-HUDSON,466,77
04/12/2021,MOHAWK VALLEY,59,12
04/12/2021,NEW YORK CITY,2174,450
04/12/2021,NORTH COUNTRY,20,3
04/12/2021,SOUTHERN TIER,87,11
04/12/2021,WESTERN NEW YORK,326,71
04/13/2021,CAPITAL REGION,104,26
04/13/2021,CENTRAL NEW YORK,71,23
04/13/2021,FINGER LAKES,181,48
04/13/2021,LONG ISLAND,648,157
04/13/2021,MID-HUDSON,468,74
04/13/2021,MOHAWK VALLEY,51,9
04/13/2021,NEW YORK CITY,2136,461
04/13/2021,NORTH COUNTRY,24,2
04/13/2021,SOUTHERN TIER,83,12
04/13/2021,WESTERN NEW YORK,325,75
04/14/2021,CAPITAL REGION,109,25
04/14/2021,CENTRAL NEW YORK,62,20
04/14/2021,FINGER LAKES,187,49
04/14/2021,LONG ISLAND,663,155
04/14/2021,MID-HUDSON,433,73
04/14/2021,MOHAWK VALLEY,48,9
04/14/2021,NEW YORK CITY,2026,461
04/14/2021,NORTH COUNTRY,24,2
04/14/2021,SOUTHERN TIER,80,10
04/14/2021,WESTERN NEW YORK,331,82
04/15/2021,CAPITAL REGION,101,31
04/15/2021,CENTRAL NEW YORK,69,21
04/15/2021,FINGER LAKES,195,50
04/15/2021,LONG ISLAND,639,150
04/15/2021,MID-HUDSON,393,71
04/15/2021,MOHAWK VALLEY,50,8
04/15/2021,NEW YORK CITY,1982,446
04/15/2021,NORTH COUNTRY,25,2
04/15/2021,SOUTHERN TIER,82,11
04/15/2021,WESTERN NEW YORK,348,78
04/16/2021,CAPITAL REGION,109,35
04/16/2021,CENTRAL NEW YORK,71,22
04/16/2021,FINGER LAKES,207,55
04/16/2021,LONG ISLAND,613,141
04/16/2021,MID-HUDSON,395,66
04/16/2021,MOHAWK VALLEY,51,7
04/16/2021,NEW YORK CITY,1935,446
04/16/2021,NORTH COUNTRY,23,3
04/16/2021,SOUTHERN TIER,82,14
04/16/2021,WESTERN NEW YORK,348,77
04/17/2021,CAPITAL REGION,111,34
04/17/2021,CENTRAL NEW YORK,74,18
04/17/2021,FINGER LAKES,199,60
04/17/2021,LONG ISLAND,593,137
04/17/2021,MID-HUDSON,397,64
04/17/2021,MOHAWK VALLEY,56,9
04/17/2021,NEW YORK CITY,1865,432
04/17/2021,NORTH COUNTRY,24,2
04/17/2021,SOUTHERN TIER,89,17
04/17/2021,WESTERN NEW YORK,346,76
04/18/2021,CAPITAL REGION,111,31
04/18/2021,CENTRAL NEW YORK,82,16
04/18/2021,FINGER LAKES,217,60
04/18/2021,LONG ISLAND,590,129
04/18/2021,MID-HUDSON,393,64
04/18/2021,MOHAWK VALLEY,56,8
04/18/2021,NEW YORK CITY,1873,428
04/18/2021,NORTH COUNTRY,26,2
04/18/2021,SOUTHERN TIER,88,14
04/18/2021,WESTERN NEW YORK,347,84
04/19/2021,CAPITAL REGION,106,30
04/19/2021,CENTRAL NEW YORK,84,20
04/19/2021,FINGER LAKES,228,59
04/19/2021,LONG ISLAND,609,120
04/19/2021,MID-HUDSON,396,54
04/19/2021,MOHAWK VALLEY,58,9
04/19/2021,NEW YORK CITY,1924,433
04/19/2021,NORTH COUNTRY,27,2
04/19/2021,SOUTHERN TIER,96,15
04/19/2021,WESTERN NEW YORK,345,81
04/20/2021,CAPITAL REGION,101,28
04/20/2021,CENTRAL NEW YORK,85,19
04/20/2021,FINGER LAKES,229,58
04/20/2021,LONG ISLAND,586,127
04/20/2021,MID-HUDSON,382,56
04/20/2021,MOHAWK VALLEY,54,6
04/20/2021,NEW YORK CITY,1858,420
04/20/2021,NORTH COUNTRY,27,1
04/20/2021,SOUTHERN TIER,90,14
04/20/2021,WESTERN NEW YORK,345,88
04/21/2021,CAPITAL REGION,93,27
04/21/2021,CENTRAL NEW YORK,84,18
04/21/2021,FINGER LAKES,219,59
04/21/2021,LONG ISLAND,540,122
04/21/2021,MID-HUDSON,352,56
04/21/2021,MOHAWK VALLEY,55,6
04/21/2021,NEW YORK CITY,1761,420
04/21/2021,NORTH COUNTRY,25,1
04/21/2021,SOUTHERN TIER,96,16
04/21/2021,WESTERN NEW YORK,342,86
04/22/2021,CAPITAL REGION,89,24
04/22/2021,CENTRAL NEW YORK,78,19
04/22/2021,FINGER LAKES,209,56
04/22/2021,LONG ISLAND,492,116
04/22/2021,MID-HUDSON,348,57
04/22/2021,MOHAWK VALLEY,53,7
04/22/2021,NEW YORK CITY,1663,402
04/22/2021,NORTH COUNTRY,26,1
04/22/2021,SOUTHERN TIER,85,18
04/22/2021,WESTERN NEW YORK,344,86
04/23/2021,CAPITAL REGION,90,21
04/23/2021,CENTRAL NEW YORK,67,17
04/23/2021,FINGER LAKES,210,49
04/23/2021,LONG ISLAND,493,118
04/23/2021,MID-HUDSON,341,57
04/23/2021,MOHAWK VALLEY,48,6
04/23/2021,NEW YORK CITY,1598,398
04/23/2021,NORTH COUNTRY,23,3
04/23/2021,SOUTHERN TIER,90,13
04/23/2021,WESTERN NEW YORK,334,85
04/24/2021,CAPITAL REGION,90,20
04/24/2021,CENTRAL NEW YORK,60,17
04/24/2021,FINGER LAKES,213,49
04/24/2021,LONG ISLAND,482,118
04/24/2021,MID-HUDSON,324,55
04/24/2021,MOHAWK VALLEY,46,6
04/24/2021,NEW YORK CITY,1559,376
04/24/2021,NORTH COUNTRY,24,3
04/24/2021,SOUTHERN TIER,84,13
04/24/2021,WESTERN NEW YORK,316,85
04/25/2021,CAPITAL REGION,94,21
04/25/2021,CENTRAL NEW YORK,62,13
04/25/2021,FINGER LAKES,210,46
04/25/2021,LONG ISLAND,476,113
04/25/2021,MID-HUDSON,315,56
04/25/2021,MOHAWK VALLEY,48,7
04/25/2021,NEW YORK CITY,1545,369
04/25/2021,NORTH COUNTRY,25,3
04/25/2021,SOUTHERN TIER,86,12
04/25/2021,WESTERN NEW YORK,313,89
04/26/2021,CAPITAL REGION,95,22
04/26/2021,CENTRAL NEW YORK,60,13
04/26/2021,FINGER LAKES,207,48
04/26/2021,LONG ISLAND,462,110
04/26/2021,MID-HUDSON,313,51
04/26/2021,MOHAWK VALLEY,52,8
04/26/2021,NEW YORK CITY,1581,375
04/26/2021,NORTH COUNTRY,27,3
04/26/2021,SOUTHERN TIER,92,14
04/26/2021,WESTERN NEW YORK,295,84
04/27/2021,CAPITAL REGION,96,23
04/27/2021,CENTRAL NEW YORK,66,12
04/27/2021,FINGER LAKES,215,46
04/27/2021,LONG ISLAND,455,108
04/27/2021,MID-HUDSON,321,51
04/27/2021,MOHAWK VALLEY,52,8
04/27/2021,NEW YORK CITY,1521,370
04/27/2021,NORTH COUNTRY,23,3
04/27/2021,SOUTHERN TIER,89,11
04/27/2021,WESTERN NEW YORK,279,80
04/28/2021,CAPITAL REGION,92,22
04/28/2021,CENTRAL NEW YORK,61,13
04/28/2021,FINGER LAKES,215,45
04/28/2021,LONG ISLAND,429,108
04/28/2021,MID-HUDSON,305,48
04/28/2021,MOHAWK VALLEY,45,8
04/28/2021,NEW YORK CITY,1409,353
04/28/2021,NORTH COUNTRY,20,3
04/28/2021,SOUTHERN TIER,93,13
04/28/2021,WESTERN NEW YORK,265,78
04/29/2021,CAPITAL REGION,97,23
04/29/2021,CENTRAL NEW YORK,64,16
04/29/2021,FINGER LAKES,215,45
04/29/2021,LONG ISLAND,406,110
04/29/2021,MID-HUDSON,297,48
04/29/2021,MOHAWK VALLEY,37,7
04/29/2021,NEW YORK CITY,1353,329
04/29/2021,NORTH COUNTRY,21,3
04/29/2021,SOUTHERN TIER,92,11
04/29/2021,WESTERN NEW YORK,255,74
04/30/2021,CAPITAL REGION,87,26
04/30/2021,CENTRAL NEW YORK,55,12
04/30/2021,FINGER LAKES,215,44
04/30/2021,LONG ISLAND,389,106
04/30/2021,MID-HUDSON,283,50
04/30/2021,MOHAWK VALLEY,33,3
04/30/2021,NEW YORK CITY,1305,322
04/30/2021,NORTH COUNTRY,24,4
04/30/2021,SOUTHERN TIER,84,13
04/30/2021,WESTERN NEW YORK,254,78
05/01/2021,CAPITAL REGION,80,25
05/01/2021,CENTRAL NEW YORK,56,12
05/01/2021,FINGER LAKES,201,46
05/01/2021,LONG ISLAND,351,99
05/01/2021,MID-HUDSON,268,52
05/01/2021,MOHAWK VALLEY,31,3
05/01/2021,NEW YORK CITY,1205,307
05/01/2021,NORTH COUNTRY,21,4
05/01/2021,SOUTHERN TIER,75,12
05/01/2021,WESTERN NEW YORK,247,77
05/02/2021,CAPITAL REGION,86,25
05/02/2021,CENTRAL NEW YORK,59,12
05/02/2021,FINGER LAKES,216,46
05/02/2021,LONG ISLAND,348,94
05/02/2021,MID-HUDSON,253,50
05/02/2021,MOHAWK VALLEY,33,4
05/02/2021,NEW YORK CITY,1201,293
05/02/2021,NORTH COUNTRY,16,4
05/02/2021,SOUTHERN TIER,79,9
05/02/2021,WESTERN NEW YORK,248,76
05/03/2021,CAPITAL REGION,85,29
05/03/2021,CENTRAL NEW YORK,63,16
05/03/2021,FINGER LAKES,221,49
05/03/2021,LONG ISLAND,359,88
05/03/2021,MID-HUDSON,253,52
05/03/2021,MOHAWK VALLEY,31,5
05/03/2021,NEW YORK CITY,1209,299
05/03/2021,NORTH COUNTRY,16,3
05/03/2021,SOUTHERN TIER,83,10
05/03/2021,WESTERN NEW YORK,253,74
05/04/2021,CAPITAL REGION,83,28
05/04/2021,CENTRAL NEW YORK,59,14
05/04/2021,FINGER LAKES,215,47
05/04/2021,LONG ISLAND,328,85
05/04/2021,MID-HUDSON,249,50
05/04/2021,MOHAWK VALLEY,34,3
05/04/2021,NEW YORK CITY,1140,300
05/04/2021,NORTH COUNTRY,17,3
05/04/2021,SOUTHERN TIER,78,10
05/04/2021,WESTERN NEW YORK,255,70
05/05/2021,CAPITAL REGION,87,30
05/05/2021,CENTRAL NEW YORK,65,16
05/05/2021,FINGER LAKES,220,53
05/05/2021,LONG ISLAND,308,82
05/05/2021,MID-HUDSON,223,46
05/05/2021,MOHAWK VALLEY,33,5
05/05/2021,NEW YORK CITY,1057,287
05/05/2021,NORTH COUNTRY,17,3
05/05/2021,SOUTHERN TIER,73,12
05/05/2021,WESTERN NEW YORK,252,71
05/06/2021,CAPITAL REGION,86,30
05/06/2021,CENTRAL NEW YORK,58,12
05/06/2021,FINGER LAKES,232,47
05/06/2021,LONG ISLAND,313,82
05/06/2021,MID-HUDSON,201,40
05/06/2021,MOHAWK VALLEY,28,5
05/06/2021,NEW YORK CITY,1006,271
05/06/2021,NORTH COUNTRY,20,3
05/06/2021,SOUTHERN TIER,74,13
05/06/2021,WESTERN NEW YORK,246,68
05/07/2021,CAPITAL REGION,84,29
05/07/2021,CENTRAL NEW YORK,50,11
05/07/2021,FINGER LAKES,221,49
05/07/2021,LONG ISLAND,291,72
05/07/2021,MID-HUDSON,189,36
05/07/2021,MOHAWK VALLEY,28,8
05/07/2021,NEW YORK CITY,978,252
05/07/2021,NORTH COUNTRY,21,3
05/07/2021,SOUTHERN TIER,72,11
05/07/2021,WESTERN NEW YORK,244,73
05/08/2021,CAPITAL REGION,74,24
05/08/2021,CENTRAL NEW YORK,51,10
05/08/2021,FINGER LAKES,215,48
05/08/2021,LONG ISLAND,273,69
05/08/2021,MID-HUDSON,163,34
05/08/2021,MOHAWK VALLEY,25,7
05/08/2021,NEW YORK CITY,920,240
05/08/2021,NORTH COUNTRY,21,2
05/08/2021,SOUTHERN TIER,64,10
05/08/2021,WESTERN NEW YORK,218,67
05/09/2021,CAPITAL REGION,71,22
05/09/2021,CENTRAL NEW YORK,54,10
05/09/2021,FINGER LAKES,218,51
05/09/2021,LONG ISLAND,268,72
05/09/2021,MID-HUDSON,177,35
05/09/2021,MOHAWK VALLEY,26,8
05/09/2021,NEW YORK CITY,907,220
05/09/2021,NORTH COUNTRY,20,2
05/09/2021,SOUTHERN TIER,65,8
05/09/2021,WESTERN NEW YORK,210,65
05/10/2021,CAPITAL REGION,76,22
05/10/2021,CENTRAL NEW YORK,54,8
05/10/2021,FINGER LAKES,221,52
05/10/2021,LONG ISLAND,259,69
05/10/2021,MID-HUDSON,171,33
05/10/2021,MOHAWK VALLEY,33,11
05/10/2021,NEW YORK CITY,919,226
05/10/2021,NORTH COUNTRY,18,2
05/10/2021,SOUTHERN TIER,65,7
05/10/2021,WESTERN NEW YORK,210,61
05/11/2021,CAPITAL REGION,73,20
05/11/2021,CENTRAL NEW YORK,55,7
05/11/2021,FINGER LAKES,219,51
05/11/2021,LONG ISLAND,270,69
05/11/2021,MID-HUDSON,169,34
05/11/2021,MOHAWK VALLEY,33,11
05/11/2021,NEW YORK CITY,842,208
05/11/2021,NORTH COUNTRY,15,2
05/11/2021,SOUTHERN TIER,61,7
05/11/2021,WESTERN NEW YORK,191,54
05/12/2021,CAPITAL REGION,72,17
05/12/2021,CENTRAL NEW YORK,47,8
05/12/2021,FINGER LAKES,215,48
05/12/2021,LONG ISLAND,262,62
05/12/2021,MID-HUDSON,156,30
05/12/2021,MOHAWK VALLEY,34,9
05/12/2021,NEW YORK CITY,804,197
05/12/2021,NORTH COUNTRY,12,1
05/12/2021,SOUTHERN TIER,62,8
05/12/2021,WESTERN NEW YORK,188,53
05/13/2021,CAPITAL REGION,74,18
05/13/2021,CENTRAL NEW YORK,54,9
05/13/2021,FINGER LAKES,200,49
05/13/2021,LONG ISLAND,247,55
05/13/2021,MID-HUDSON,154,29
05/13/2021,MOHAWK VALLEY,32,8
05/13/2021,NEW YORK CITY,750,187
05/13/2021,NORTH COUNTRY,10,1
05/13/2021,SOUTHERN TIER,61,8
05/13/2021,WESTERN NEW YORK,185,51
05/14/2021,CAPITAL REGION,74,21
05/14/2021,CENTRAL NEW YORK,50,10
05/14/2021,FINGER LAKES,195,45
05/14/2021,LONG ISLAND,222,53
05/14/2021,MID-HUDSON,151,32
05/14/2021,MOHAWK VALLEY,31,9
05/14/2021,NEW YORK CITY,716,179
05/14/2021,NORTH COUNTRY,17,2
05/14/2021,SOUTHERN TIER,58,6
05/14/2021,WESTERN NEW YORK,174,50
05/15/2021,CAPITAL REGION,63,20
05/15/2021,CENTRAL NEW YORK,44,11
05/15/2021,FINGER LAKES,188,50
05/15/2021,LONG ISLAND,221,54
05/15/2021,MID-HUDSON,134,27
05/15/2021,MOHAWK VALLEY,26,10
05/15/2021,NEW YORK CITY,670,165
05/15/2021,NORTH COUNTRY,16,2
05/15/2021,SOUTHERN TIER,57,5
05/15/2021,WESTERN NEW YORK,164,48
05/16/2021,CAPITAL REGION,61,21
05/16/2021,CENTRAL NEW YORK,40,13
05/16/2021,FINGER LAKES,196,49
05/16/2021,LONG ISLAND,212,52
05/16/2021,MID-HUDSON,142,25
05/16/2021,MOHAWK VALLEY,27,12
05/16/2021,NEW YORK CITY,656,155
05/16/2021,NORTH COUNTRY,16,2
05/16/2021,SOUTHERN TIER,62,6
05/16/2021,WESTERN NEW YORK,169,52
05/17/2021,CAPITAL REGION,61,21
05/17/2021,CENTRAL NEW YORK,41,11
05/17/2021,FINGER LAKES,193,47
05/17/2021,LONG ISLAND,219,50
05/17/2021,MID-HUDSON,137,27
05/17/2021,MOHAWK VALLEY,30,13
05/17/2021,NEW YORK CITY,653,153
05/17/2021,NORTH COUNTRY,17,4
05/17/2021,SOUTHERN TIER,61,7
05/17/2021,WESTERN NEW YORK,173,54
05/18/2021,CAPITAL REGION,65,22
05/18/2021,CENTRAL NEW YORK,40,11
05/18/2021,FINGER LAKES,197,38
05/18/2021,LONG ISLAND,216,54
05/18/2021,MID-HUDSON,119,23
05/18/2021,MOHAWK VALLEY,27,10
05/18/2021,NEW YORK CITY,626,140
05/18/2021,NORTH COUNTRY,15,2
05/18/2021,SOUTHERN TIER,58,8
05/18/2021,WESTERN NEW YORK,158,54
05/19/2021,CAPITAL REGION,64,17
05/19/2021,CENTRAL NEW YORK,40,11
05/19/2021,FINGER LAKES,193,32
05/19/2021,LONG ISLAND,224,48
05/19/2021,MID-HUDSON,124,22
05/19/2021,MOHAWK VALLEY,28,9
05/19/2021,NEW YORK CITY,604,138
05/19/2021,NORTH COUNTRY,15,4
05/19/2021,SOUTHERN TIER,51,7
05/19/2021,WESTERN NEW YORK,147,51
05/20/2021,CAPITAL REGION,61,15
05/20/2021,CENTRAL NEW YORK,40,12
05/20/2021,FINGER LAKES,181,33
05/20/2021,LONG ISLAND,214,50
05/20/2021,MID-HUDSON,120,21
05/20/2021,MOHAWK VALLEY,29,8
05/20/2021,NEW YORK CITY,590,129
05/20/2021,NORTH COUNTRY,18,4
05/20/2021,SOUTHERN TIER,49,8
05/20/2021,WESTERN NEW YORK,142,50
05/21/2021,CAPITAL REGION,58,14
05/21/2021,CENTRAL NEW YORK,46,14
05/21/2021,FINGER LAKES,169,35
05/21/2021,LONG ISLAND,198,49
05/21/2021,MID-HUDSON,111,22
05/21/2021,MOHAWK VALLEY,25,6
05/21/2021,NEW YORK CITY,551,131
05/21/2021,NORTH COUNTRY,19,3
05/21/2021,SOUTHERN TIER,45,5
05/21/2021,WESTERN NEW YORK,139,47
05/22/2021,CAPITAL REGION,51,14
05/22/2021,CENTRAL NEW YORK,49,14
05/22/2021,FINGER LAKES,170,37
05/22/2021,LONG ISLAND,179,41
05/22/2021,MID-HUDSON,117,22
05/22/2021,MOHAWK VALLEY,33,8
05/22/2021,NEW YORK CITY,536,124
05/22/2021,NORTH COUNTRY,17,2
05/22/2021,SOUTHERN TIER,44,5
05/22/2021,WESTERN NEW YORK,139,48
05/23/2021,CAPITAL REGION,54,11
05/23/2021,CENTRAL NEW YORK,46,14
05/23/2021,FINGER LAKES,173,36
05/23/2021,LONG ISLAND,178,44
05/23/2021,MID-HUDSON,113,22
05/23/2021,MOHAWK VALLEY,32,8
05/23/2021,NEW YORK CITY,519,116
05/23/2021,NORTH COUNTRY,17,2
05/23/2021,SOUTHERN TIER,45,6
05/23/2021,WESTERN NEW YORK,128,44
05/24/2021,CAPITAL REGION,55,11
05/24/2021,CENTRAL NEW YORK,52,17
05/24/2021,FINGER LAKES,171,42
05/24/2021,LONG ISLAND,190,44
05/24/2021,MID-HUDSON,114,21
05/24/2021,MOHAWK VALLEY,37,7
05/24/2021,NEW YORK CITY,543,112
05/24/2021,NORTH COUNTRY,18,2
05/24/2021,SOUTHERN TIER,47,6
05/24/2021,WESTERN NEW YORK,130,45
05/25/2021,CAPITAL REGION,60,10
05/25/2021,CENTRAL NEW YORK,48,17
05/25/2021,FINGER LAKES,167,42
05/25/2021,LONG ISLAND,168,44
05/25/2021,MID-HUDSON,105,19
05/25/2021,MOHAWK VALLEY,35,9
05/25/2021,NEW YORK CITY,495,108
05/25/2021,NORTH COUNTRY,16,1
05/25/2021,SOUTHERN TIER,48,6
05/25/2021,WESTERN NEW YORK,132,41
05/26/2021,CAPITAL REGION,54,10
05/26/2021,CENTRAL NEW YORK,50,14
05/26/2021,FINGER LAKES,169,41
05/26/2021,LONG ISLAND,173,47
05/26/2021,MID-HUDSON,91,18
05/26/2021,MOHAWK VALLEY,31,11
05/26/2021,NEW YORK CITY,467,113
05/26/2021,NORTH COUNTRY,19,2
05/26/2021,SOUTHERN TIER,42,5
05/26/2021,WESTERN NEW YORK,127,39
05/27/2021,CAPITAL REGION,50,11
05/27/2021,CENTRAL NEW YORK,47,15
05/27/2021,FINGER LAKES,164,38
05/27/2021,LONG ISLAND,171,54
05/27/2021,MID-HUDSON,92,20
05/27/2021,MOHAWK VALLEY,27,10
05/27/2021,NEW YORK CITY,430,116
05/27/2021,NORTH COUNTRY,16,2
05/27/2021,SOUTHERN TIER,48,4
05/27/2021,WESTERN NEW YORK,124,34
05/28/2021,CAPITAL REGION,51,11
05/28/2021,CENTRAL NEW YORK,45,13
05/28/2021,FINGER LAKES,151,33
05/28/2021,LONG ISLAND,154,52
05/28/2021,MID-HUDSON,84,19
05/28/2021,MOHAWK VALLEY,28,9
05/28/2021,NEW YORK CITY,438,88
05/28/2021,NORTH COUNTRY,18,2
05/28/2021,SOUTHERN TIER,53,6
05/28/2021,WESTERN NEW YORK,121,34
05/29/2021,CAPITAL REGION,52,12
05/29/2021,CENTRAL NEW YORK,42,11
05/29/2021,FINGER LAKES,155,33
05/29/2021,LONG ISLAND,141,48
05/29/2021,MID-HUDSON,74,17
05/29/2021,MOHAWK VALLEY,23,9
05/29/2021,NEW YORK CITY,401,90
05/29/2021,NORTH COUNTRY,22,2
05/29/2021,SOUTHERN TIER,52,6
05/29/2021,WESTERN NEW YORK,106,32
05/30/2021,CAPITAL REGION,46,13
05/30/2021,CENTRAL NEW YORK,45,11
05/30/2021,FINGER LAKES,153,36
05/30/2021,LONG ISLAND,126,45
05/30/2021,MID-HUDSON,76,16
05/30/2021,MOHAWK VALLEY,23,9
05/30/2021,NEW YORK CITY,389,85
05/30/2021,NORTH COUNTRY,20,2
05/30/2021,SOUTHERN TIER,57,8
05/30/2021,WESTERN NEW YORK,97,27
05/31/2021,CAPITAL REGION,43,12
05/31/2021,CENTRAL NEW YORK,44,13
05/31/2021,FINGER LAKES,157,41
05/31/2021,LONG ISLAND,130,44
05/31/2021,MID-HUDSON,83,15
05/31/2021,MOHAWK VALLEY,23,8
05/31/2021,NEW YORK CITY,385,85
05/31/2021,NORTH COUNTRY,17,1
05/31/2021,SOUTHERN TIER,52,9
05/31/2021,WESTERN NEW YORK,98,27
06/01/2021,CAPITAL REGION,46,12
06/01/2021,CENTRAL NEW YORK,41,12
06/01/2021,FINGER LAKES,140,42
06/01/2021,LONG ISLAND,125,42
06/01/2021,MID-HUDSON,82,14
06/01/2021,MOHAWK VALLEY,22,7
06/01/2021,NEW YORK CITY,381,82
06/01/2021,NORTH COUNTRY,18,3
06/01/2021,SOUTHERN TIER,47,7
06/01/2021,WESTERN NEW YORK,105,31
06/02/2021,CAPITAL REGION,42,14
06/02/2021,CENTRAL NEW YORK,43,14
06/02/2021,FINGER LAKES,129,35
06/02/2021,LONG ISLAND,123,42
06/02/2021,MID-HUDSON,77,12
06/02/2021,MOHAWK VALLEY,19,6
06/02/2021,NEW YORK CITY,369,89
06/02/2021,NORTH COUNTRY,11,3
06/02/2021,SOUTHERN TIER,51,6
06/02/2021,WESTERN NEW YORK,106,24
06/03/2021,CAPITAL REGION,44,13
06/03/2021,CENTRAL NEW YORK,39,16
06/03/2021,FINGER LAKES,121,31
06/03/2021,LONG ISLAND,123,42
06/03/2021,MID-HUDSON,71,15
06/03/2021,MOHAWK VALLEY,17,6
06/03/2021,NEW YORK CITY,352,79
06/03/2021,NORTH COUNTRY,11,3
06/03/2021,SOUTHERN TIER,48,6
06/03/2021,WESTERN NEW YORK,90,21
06/04/2021,CAPITAL REGION,41,11
06/04/2021,CENTRAL NEW YORK,45,15
06/04/2021,FINGER LAKES,117,27
06/04/2021,LONG ISLAND,129,41
06/04/2021,MID-HUDSON,68,14
06/04/2021,MOHAWK VALLEY,14,5
06/04/2021,NEW YORK CITY,317,75
06/04/2021,NORTH COUNTRY,11,3
06/04/2021,SOUTHERN TIER,45,6
06/04/2021,WESTERN NEW YORK,81,20
06/05/2021,CAPITAL REGION,39,11
06/05/2021,CENTRAL NEW YORK,42,16
06/05/2021,FINGER LAKES,101,27
06/05/2021,LONG ISLAND,113,36
06/05/2021,MID-HUDSON,64,14
06/05/2021,MOHAWK VALLEY,15,5
06/05/2021,NEW YORK CITY,314,68
06/05/2021,NORTH COUNTRY,9,4
06/05/2021,SOUTHERN TIER,44,6
06/05/2021,WESTERN NEW YORK,75,21
06/06/2021,CAPITAL REGION,35,10
06/06/2021,CENTRAL NEW YORK,42,16
06/06/2021,FINGER LAKES,103,26
06/06/2021,LONG ISLAND,105,33
06/06/2021,MID-HUDSON,68,16
06/06/2021,MOHAWK VALLEY,13,4
06/06/2021,NEW YORK CITY,310,68
06/06/2021,NORTH COUNTRY,9,3
06/06/2021,SOUTHERN TIER,44,7
06/06/2021,WESTERN NEW YORK,70,23
06/07/2021,CAPITAL REGION,36,10
06/07/2021,CENTRAL NEW YORK,37,15
06/07/2021,FINGER LAKES,94,27
06/07/2021,LONG ISLAND,108,37
06/07/2021,MID-HUDSON,64,12
06/07/2021,MOHAWK VALLEY,15,5
06/07/2021,NEW YORK CITY,315,69
06/07/2021,NORTH COUNTRY,9,3
06/07/2021,SOUTHERN TIER,47,7
06/07/2021,WESTERN NEW YORK,71,21
06/08/2021,CAPITAL REGION,35,10
06/08/2021,CENTRAL NEW YORK,35,16
06/08/2021,FINGER LAKES,99,25
06/08/2021,LONG ISLAND,103,34
